index,angle,X,Y,Z
54,90,0.517764,-1.818020,-5.377366
55,0,-1.589490,3.912801,-8.445515
55,-105,-1.638243,4.414556,-8.869761
55,105,-0.162248,3.100798,-5.768747
55,-120,-1.676537,4.483454,-8.837094
55,120,-0.203363,3.154609,-5.716923
55,-15,-1.577130,3.920867,-8.502951
55,15,-0.526967,3.071236,-6.325926
55,135,-0.228231,3.205298,-5.651254
55,-135,-1.714465,4.555476,-8.810682
55,-150,-1.740865,4.621664,-8.795852
55,150,-0.244682,3.247518,-5.595810
55,-165,-1.743915,4.738880,-8.853207
55,165,-0.199974,3.271030,-5.482326
55,180,-0.121813,3.295495,-5.338442
55,-30,-1.582774,3.945665,-8.569941
55,30,-0.533157,3.048727,-6.312675
55,-45,-1.599235,3.982066,-8.635001
55,45,-0.529000,3.036976,-6.267120
55,-60,-1.610393,4.052782,-8.686853
55,60,-0.520445,3.054759,-6.208262
55,-75,-1.624804,4.150480,-8.747057
55,75,-0.500247,3.079540,-6.140768
55,-90,-1.644550,4.271156,-8.801517
55,90,-0.236048,3.068108,-5.913149
56,0,-0.538651,0.242188,1.280348
56,-105,-0.432999,-0.687967,1.473885
56,105,-0.324697,0.515185,1.292298
56,-120,-0.452041,-0.634668,1.469068
56,120,-0.600851,-0.231922,1.256544
56,-15,-0.986745,-0.339784,0.518397
56,15,-0.514857,0.291780,1.272156
56,135,-0.513496,-0.302319,1.321071
56,-135,-0.471947,-0.576645,1.454620
56,-150,-0.489005,-0.524571,1.430990
56,150,-0.469437,-0.359493,1.356488
56,-165,-0.492350,-0.483181,1.407186
56,165,-0.472924,-0.409771,1.370269
56,180,-0.492526,-0.447339,1.384312
56,-30,-0.976406,-0.330838,0.578441
56,30,-0.481554,0.335065,1.273303
56,-45,-0.961271,-0.325755,0.621276
56,45,-0.443090,0.361489,1.281297
56,-60,-0.942707,-0.349817,0.636780
56,60,-0.415251,0.395808,1.270246
56,-75,-0.924605,-0.373083,0.660250
56,75,-0.387732,0.431363,1.266341
56,-90,-0.915465,-0.354567,0.688595
56,90,-0.359718,0.468320,1.275896
57,0,3.604350,-3.372910,-4.037203
57,-105,3.778933,-3.200686,-3.832028
57,105,3.816486,-2.231860,-3.171688
57,-120,3.823587,-3.146550,-3.867978
57,120,3.693037,-4.121695,-4.323736
57,-15,3.600569,-3.379402,-3.977477
57,15,3.615284,-3.361706,-4.096960
57,135,3.667845,-4.076102,-4.219796
57,-135,3.436535,-4.479069,-3.525934
57,-150,3.486269,-4.407285,-3.594478
57,150,3.639961,-4.071556,-4.097227
57,-165,3.535146,-4.317930,-3.680307
57,165,3.610764,-4.178803,-3.918592
57,180,3.574254,-4.242165,-3.788198
57,-30,3.600614,-3.386557,-3.904993
57,30,3.716308,-2.195226,-3.272113
57,-45,3.610374,-3.380590,-3.836981
57,45,3.730296,-2.218617,-3.254740
57,-60,3.633508,-3.361314,-3.805334
57,60,3.715133,-2.331631,-3.300958
57,-75,3.665161,-3.331934,-3.805642
57,75,3.743535,-2.305962,-3.275599
57,-90,3.718597,-3.269596,-3.812733
57,90,3.780927,-2.266697,-3.229807
58,0,-0.253485,-0.634777,-0.119809
58,-105,1.270917,0.990988,-0.133777
58,105,1.300650,0.699598,-0.637361
58,-120,1.401080,0.567081,-0.235318
58,120,1.394531,0.641911,-0.611472
58,-15,-0.280788,-0.680950,-0.062182
58,15,1.278404,0.751126,-0.003768
58,135,1.423402,0.510202,-0.327957
58,-135,1.436127,0.615216,-0.273062
58,-150,1.410575,0.643484,-0.284692
58,150,1.314798,0.565103,-0.165564
58,-165,1.351394,0.650929,-0.253748
58,165,1.279722,0.619651,-0.158442
58,180,1.303341,0.644625,-0.207423
58,-30,-0.211810,-0.526234,0.076174
58,30,1.324410,0.759697,-0.037571
58,-45,-0.186844,-0.423113,0.131549
58,45,1.309441,0.752611,-0.034478
58,-60,1.237196,0.794570,-0.255234
58,60,1.256689,0.748462,-0.029644
58,-75,1.289680,0.891604,-0.249871
58,75,1.234291,0.714612,-0.513566
58,-90,1.272861,0.954746,-0.217036
58,90,1.247413,0.716572,-0.587103
